"Element Code","Scientific Name.x","Scientific Name Synonyms","English Name.x","English Name Synonyms","Class (English)","Scientific Name.y","English Name.y","BirdNET"
"AAABH01070","Lithobates catesbeianus","Lithobates catesbeiana; Rana catesbeiana","American Bullfrog",NA,"amphibians","Lithobates catesbeianus","American Bullfrog","Lithobates catesbeianus_American Bullfrog"
"AAABH01090","Lithobates clamitans","Rana clamitans","Green Frog",NA,"amphibians","Lithobates clamitans","Green Frog","Lithobates clamitans_Green Frog"
"AAABH01200","Lithobates sylvaticus","Rana sylvatica","Wood Frog",NA,"amphibians","Lithobates sylvaticus","Wood Frog","Lithobates sylvaticus_Wood Frog"
"ABNJB09010","Aix sponsa",NA,"Wood Duck",NA,"birds","Aix sponsa","Wood Duck","Aix sponsa_Wood Duck"
"ABNJB10110","Anas acuta",NA,"Northern Pintail",NA,"birds","Anas acuta","Northern Pintail","Anas acuta_Northern Pintail"
"ABNJB10010","Anas crecca",NA,"Green-winged Teal",NA,"birds","Anas crecca","Eurasian/Green-winged Teal","Anas crecca_Eurasian/Green-winged Teal"
"ABNJB10200","Anas platyrhynchos",NA,"Mallard",NA,"birds","Anas platyrhynchos","Mallard","Anas platyrhynchos_Mallard"
"ABNJB10040","Anas rubripes",NA,"American Black Duck",NA,"birds","Anas rubripes","American Black Duck","Anas rubripes_American Black Duck"
"ABNJB03040","Anser albifrons",NA,"Greater White-fronted Goose",NA,"birds","Anser albifrons","Greater White-fronted Goose","Anser albifrons_Greater White-fronted Goose"
"ABNJB03020","Anser brachyrhynchus",NA,"Pink-footed Goose",NA,"birds","Anser brachyrhynchus","Pink-footed Goose","Anser brachyrhynchus_Pink-footed Goose"
"ABNJB04010","Anser caerulescens","Chen caerulescens","Snow Goose",NA,"birds","Anser caerulescens","Snow Goose","Anser caerulescens_Snow Goose"
"ABNJB04030","Anser canagicus","Chen canagica","Emperor Goose",NA,"birds","Anser canagicus","Emperor Goose","Anser canagicus_Emperor Goose"
"ABNJB04020","Anser rossii","Chen rossii","Ross's Goose",NA,"birds","Anser rossii","Ross's Goose","Anser rossii_Ross's Goose"
"ABNJB11070","Aythya affinis",NA,"Lesser Scaup",NA,"birds","Aythya affinis","Lesser Scaup","Aythya affinis_Lesser Scaup"
"ABNJB11030","Aythya americana",NA,"Redhead",NA,"birds","Aythya americana","Redhead","Aythya americana_Redhead"
"ABNJB11040","Aythya collaris",NA,"Ring-necked Duck",NA,"birds","Aythya collaris","Ring-necked Duck","Aythya collaris_Ring-necked Duck"
"ABNJB11010","Aythya ferina",NA,"Common Pochard",NA,"birds","Aythya ferina","Common Pochard","Aythya ferina_Common Pochard"
"ABNJB11050","Aythya fuligula",NA,"Tufted Duck",NA,"birds","Aythya fuligula","Tufted Duck","Aythya fuligula_Tufted Duck"
"ABNJB11060","Aythya marila",NA,"Greater Scaup",NA,"birds","Aythya marila","Greater Scaup","Aythya marila_Greater Scaup"
"ABNJB11020","Aythya valisineria",NA,"Canvasback",NA,"birds","Aythya valisineria","Canvasback","Aythya valisineria_Canvasback"
"ABNJB05010","Branta bernicla",NA,"Brant",NA,"birds","Branta bernicla","Brent Goose","Branta bernicla_Brent Goose"
"ABNJB05030","Branta canadensis",NA,"Canada Goose",NA,"birds","Branta canadensis","Canada Goose","Branta canadensis_Canada Goose"
"ABNJB05050","Branta hutchinsii",NA,"Cackling Goose",NA,"birds","Branta hutchinsii","Cackling Goose","Branta hutchinsii_Cackling Goose"
"ABNJB18030","Bucephala albeola",NA,"Bufflehead",NA,"birds","Bucephala albeola","Bufflehead","Bucephala albeola_Bufflehead"
"ABNJB18010","Bucephala clangula",NA,"Common Goldeneye",NA,"birds","Bucephala clangula","Common Goldeneye","Bucephala clangula_Common Goldeneye"
"ABNJB18020","Bucephala islandica",NA,"Barrow's Goldeneye",NA,"birds","Bucephala islandica","Barrow's Goldeneye","Bucephala islandica_Barrow's Goldeneye"
"ABNJB16010","Clangula hyemalis",NA,"Long-tailed Duck",NA,"birds","Clangula hyemalis","Long-tailed Duck","Clangula hyemalis_Long-tailed Duck"
"ABNJB02030","Cygnus buccinator",NA,"Trumpeter Swan",NA,"birds","Cygnus buccinator","Trumpeter Swan","Cygnus buccinator_Trumpeter Swan"
"ABNJB02010","Cygnus columbianus",NA,"Tundra Swan",NA,"birds","Cygnus columbianus","Bewick's Swan","Cygnus columbianus_Bewick's Swan"
"ABNJB02020","Cygnus cygnus",NA,"Whooper Swan",NA,"birds","Cygnus cygnus","Whooper Swan","Cygnus cygnus_Whooper Swan"
"ABNJB02040","Cygnus olor",NA,"Mute Swan",NA,"birds","Cygnus olor","Mute Swan","Cygnus olor_Mute Swan"
"ABNJB01010","Dendrocygna bicolor",NA,"Fulvous Whistling-Duck",NA,"birds","Dendrocygna bicolor","Fulvous Whistling-Duck","Dendrocygna bicolor_Fulvous Whistling-Duck"
"ABNJB15010","Histrionicus histrionicus",NA,"Harlequin Duck",NA,"birds","Histrionicus histrionicus","Harlequin Duck","Histrionicus histrionicus_Harlequin Duck"
"ABNJB20010","Lophodytes cucullatus",NA,"Hooded Merganser",NA,"birds","Lophodytes cucullatus","Hooded Merganser","Lophodytes cucullatus_Hooded Merganser"
"ABNJB10180","Mareca americana","Anas americana","American Wigeon",NA,"birds","Mareca americana","American Wigeon","Mareca americana_American Wigeon"
"ABNJB10030","Mareca falcata","Anas falcata","Falcated Duck",NA,"birds","Mareca falcata","Falcated Duck","Mareca falcata_Falcated Duck"
"ABNJB10170","Mareca penelope","Anas penelope","Eurasian Wigeon",NA,"birds","Mareca penelope","Eurasian Wigeon","Mareca penelope_Eurasian Wigeon"
"ABNJB10160","Mareca strepera","Anas strepera","Gadwall",NA,"birds","Mareca strepera","Gadwall","Mareca strepera_Gadwall"
"ABNJB17040","Melanitta americana","Melanitta nigra","Black Scoter",NA,"birds","Melanitta americana","Black Scoter","Melanitta americana_Black Scoter"
"ABNJB17020","Melanitta perspicillata",NA,"Surf Scoter",NA,"birds","Melanitta perspicillata","Surf Scoter","Melanitta perspicillata_Surf Scoter"
"ABNJB19010","Mergellus albellus",NA,"Smew",NA,"birds","Mergellus albellus","Smew","Mergellus albellus_Smew"
"ABNJB21010","Mergus merganser",NA,"Common Merganser",NA,"birds","Mergus merganser","Goosander","Mergus merganser_Goosander"
"ABNJB21020","Mergus serrator",NA,"Red-breasted Merganser",NA,"birds","Mergus serrator","Red-breasted Merganser","Mergus serrator_Red-breasted Merganser"
"ABNJB22030","Oxyura jamaicensis",NA,"Ruddy Duck",NA,"birds","Oxyura jamaicensis","Ruddy Duck","Oxyura jamaicensis_Ruddy Duck"
"ABNJB12010","Somateria mollissima",NA,"Common Eider",NA,"birds","Somateria mollissima","Common Eider","Somateria mollissima_Common Eider"
"ABNJB12020","Somateria spectabilis",NA,"King Eider",NA,"birds","Somateria spectabilis","King Eider","Somateria spectabilis_King Eider"
"ABNJB10150","Spatula clypeata","Anas clypeata","Northern Shoveler",NA,"birds","Spatula clypeata","Northern Shoveler","Spatula clypeata_Northern Shoveler"
"ABNJB10140","Spatula cyanoptera","Anas cyanoptera","Cinnamon Teal",NA,"birds","Spatula cyanoptera","Cinnamon Teal","Spatula cyanoptera_Cinnamon Teal"
"ABNJB10130","Spatula discors","Anas discors","Blue-winged Teal",NA,"birds","Spatula discors","Blue-winged Teal","Spatula discors_Blue-winged Teal"
"ABNJB10120","Spatula querquedula","Anas querquedula","Garganey",NA,"birds","Spatula querquedula","Garganey","Spatula querquedula_Garganey"
"ABNLC23040","Callipepla californica",NA,"California Quail",NA,"birds","Callipepla californica","California Quail","Callipepla californica_California Quail"
"ABNLC03010","Alectoris chukar",NA,"Chukar",NA,"birds","Alectoris chukar","Chukar","Alectoris chukar_Chukar"
"ABNLC11010","Bonasa umbellus",NA,"Ruffed Grouse",NA,"birds","Bonasa umbellus","Ruffed Grouse","Bonasa umbellus_Ruffed Grouse"
"ABNLC09010","Canachites canadensis","Falcipennis canadensis","Spruce Grouse",NA,"birds","Canachites canadensis","Spruce Grouse","Canachites canadensis_Spruce Grouse"
"ABNLC12010","Centrocercus urophasianus",NA,"Greater Sage-Grouse",NA,"birds","Centrocercus urophasianus","Greater Sage-Grouse","Centrocercus urophasianus_Greater Sage-Grouse"
"ABNLC09030","Dendragapus fuliginosus","Dendragapus obscurus","Sooty Grouse","Blue Grouse","birds","Dendragapus fuliginosus","Sooty Grouse","Dendragapus fuliginosus_Sooty Grouse"
"ABNLC09020","Dendragapus obscurus",NA,"Dusky Grouse","Blue Grouse","birds","Dendragapus obscurus","Dusky Grouse","Dendragapus obscurus_Dusky Grouse"
"ABNLC10010","Lagopus lagopus",NA,"Willow Ptarmigan",NA,"birds","Lagopus lagopus","Red Grouse/Willow Grouse","Lagopus lagopus_Red Grouse/Willow Grouse"
"ABNLC10030","Lagopus leucura","Lagopus leucurus","White-tailed Ptarmigan",NA,"birds","Lagopus leucura","White-tailed Ptarmigan","Lagopus leucura_White-tailed Ptarmigan"
"ABNLC10020","Lagopus muta","Lagopus mutus","Rock Ptarmigan",NA,"birds","Lagopus muta","Rock Ptarmigan","Lagopus muta_Rock Ptarmigan"
"ABNLC14010","Meleagris gallopavo",NA,"Wild Turkey",NA,"birds","Meleagris gallopavo","Wild Turkey","Meleagris gallopavo_Wild Turkey"
"ABNLC01010","Perdix perdix",NA,"Gray Partridge",NA,"birds","Perdix perdix","Grey Partridge","Perdix perdix_Grey Partridge"
"ABNLC07010","Phasianus colchicus",NA,"Ring-necked Pheasant",NA,"birds","Phasianus colchicus","Common Pheasant","Phasianus colchicus_Common Pheasant"
"ABNLC13030","Tympanuchus phasianellus",NA,"Sharp-tailed Grouse",NA,"birds","Tympanuchus phasianellus","Sharp-tailed Grouse","Tympanuchus phasianellus_Sharp-tailed Grouse"
"ABNCA04020","Aechmophorus clarkii",NA,"Clark's Grebe",NA,"birds","Aechmophorus clarkii","Clark's Grebe","Aechmophorus clarkii_Clark's Grebe"
"ABNCA04010","Aechmophorus occidentalis",NA,"Western Grebe",NA,"birds","Aechmophorus occidentalis","Western Grebe","Aechmophorus occidentalis_Western Grebe"
"ABNCA03010","Podiceps auritus",NA,"Horned Grebe",NA,"birds","Podiceps auritus","Slavonian Grebe","Podiceps auritus_Slavonian Grebe"
"ABNCA03020","Podiceps grisegena",NA,"Red-necked Grebe",NA,"birds","Podiceps grisegena","Red-necked Grebe","Podiceps grisegena_Red-necked Grebe"
"ABNCA03030","Podiceps nigricollis",NA,"Eared Grebe",NA,"birds","Podiceps nigricollis","Black-necked Grebe","Podiceps nigricollis_Black-necked Grebe"
"ABNCA02010","Podilymbus podiceps",NA,"Pied-billed Grebe",NA,"birds","Podilymbus podiceps","Pied-billed Grebe","Podilymbus podiceps_Pied-billed Grebe"
"ABNPB01010","Columba livia",NA,"Rock Pigeon","Rock Dove","birds","Columba livia","Rock Dove","Columba livia_Rock Dove"
"ABNPB01080","Patagioenas fasciata","Columba fasciata","Band-tailed Pigeon",NA,"birds","Patagioenas fasciata","Band-tailed Pigeon","Patagioenas fasciata_Band-tailed Pigeon"
"ABNPB02030","Streptopelia decaocto",NA,"Eurasian Collared-Dove",NA,"birds","Streptopelia decaocto","Collared Dove","Streptopelia decaocto_Collared Dove"
"ABNPB02040","Streptopelia orientalis",NA,"Oriental Turtle-Dove",NA,"birds","Streptopelia orientalis","Rufous Turtle Dove","Streptopelia orientalis_Rufous Turtle Dove"
"ABNPB04010","Zenaida asiatica",NA,"White-winged Dove",NA,"birds","Zenaida asiatica","White-winged Dove","Zenaida asiatica_White-winged Dove"
"ABNPB04040","Zenaida macroura",NA,"Mourning Dove",NA,"birds","Zenaida macroura","Mourning Dove","Zenaida macroura_Mourning Dove"
"ABNRB02020","Coccyzus americanus",NA,"Yellow-billed Cuckoo",NA,"birds","Coccyzus americanus","Yellow-billed Cuckoo","Coccyzus americanus_Yellow-billed Cuckoo"
"ABNRB02010","Coccyzus erythropthalmus",NA,"Black-billed Cuckoo",NA,"birds","Coccyzus erythropthalmus","Black-billed Cuckoo","Coccyzus erythropthalmus_Black-billed Cuckoo"
"ABNRB01010","Cuculus canorus",NA,"Common Cuckoo",NA,"birds","Cuculus canorus","Common Cuckoo","Cuculus canorus_Common Cuckoo"
"ABNTA02010","Chordeiles acutipennis",NA,"Lesser Nighthawk",NA,"birds","Chordeiles acutipennis","Lesser Nighthawk","Chordeiles acutipennis_Lesser Nighthawk"
"ABNTA02020","Chordeiles minor",NA,"Common Nighthawk",NA,"birds","Chordeiles minor","Common Nighthawk","Chordeiles minor_Common Nighthawk"
"ABNTA04010","Phalaenoptilus nuttallii",NA,"Common Poorwill",NA,"birds","Phalaenoptilus nuttallii","Common Poorwill","Phalaenoptilus nuttallii_Common Poorwill"
"ABNUA06010","Aeronautes saxatalis",NA,"White-throated Swift",NA,"birds","Aeronautes saxatalis","White-throated Swift","Aeronautes saxatalis_White-throated Swift"
"ABNUA03020","Chaetura vauxi",NA,"Vaux's Swift",NA,"birds","Chaetura vauxi","Vaux's Swift","Chaetura vauxi_Vaux's Swift"
"ABNUA01010","Cypseloides niger",NA,"Black Swift",NA,"birds","Cypseloides niger","Black Swift","Cypseloides niger_Black Swift"
"ABNUC45020","Archilochus alexandri",NA,"Black-chinned Hummingbird",NA,"birds","Archilochus alexandri","Black-chinned Hummingbird","Archilochus alexandri_Black-chinned Hummingbird"
"ABNUC45010","Archilochus colubris",NA,"Ruby-throated Hummingbird",NA,"birds","Archilochus colubris","Ruby-throated Hummingbird","Archilochus colubris_Ruby-throated Hummingbird"
"ABNUC47010","Calypte anna",NA,"Anna's Hummingbird",NA,"birds","Calypte anna","Anna's Hummingbird","Calypte anna_Anna's Hummingbird"
"ABNUC47020","Calypte costae",NA,"Costa's Hummingbird",NA,"birds","Calypte costae","Costa's Hummingbird","Calypte costae_Costa's Hummingbird"
"ABNUC10020","Colibri thalassinus",NA,"Mexican Violetear","Green Violetear","birds","Colibri thalassinus","Mexican Violetear","Colibri thalassinus_Mexican Violetear"
"ABNUC37020","Eugenes fulgens",NA,"Rivoli's Hummingbird","Magnificent Hummingbird","birds","Eugenes fulgens","Rivoli's Hummingbird","Eugenes fulgens_Rivoli's Hummingbird"
"ABNUC48010","Selasphorus calliope",NA,"Calliope Hummingbird",NA,"birds","Selasphorus calliope","Calliope Hummingbird","Selasphorus calliope_Calliope Hummingbird"
"ABNUC51010","Selasphorus platycercus",NA,"Broad-tailed Hummingbird",NA,"birds","Selasphorus platycercus","Broad-tailed Hummingbird","Selasphorus platycercus_Broad-tailed Hummingbird"
"ABNUC51020","Selasphorus rufus",NA,"Rufous Hummingbird",NA,"birds","Selasphorus rufus","Rufous Hummingbird","Selasphorus rufus_Rufous Hummingbird"
"ABNME01010","Coturnicops noveboracensis",NA,"Yellow Rail",NA,"birds","Coturnicops noveboracensis","Yellow Rail","Coturnicops noveboracensis_Yellow Rail"
"ABNME14020","Fulica americana",NA,"American Coot",NA,"birds","Fulica americana","American Coot","Fulica americana_American Coot"
"ABNME13030","Gallinula galeata","Gallinula chloropus","Common Gallinule","Common Moorhen","birds","Gallinula galeata","American Moorhen","Gallinula galeata_American Moorhen"
"ABNME08020","Porzana carolina",NA,"Sora",NA,"birds","Porzana carolina","Sora","Porzana carolina_Sora"
"ABNME05030","Rallus limicola",NA,"Virginia Rail",NA,"birds","Rallus limicola","Virginia Rail","Rallus limicola_Virginia Rail"
"ABNMK01040","Anthropoides virgo","Grus virgo","Demoiselle Crane",NA,"birds","Anthropoides virgo","Demoiselle Crane","Anthropoides virgo_Demoiselle Crane"
"ABNMK01010","Antigone canadensis","Grus canadensis","Sandhill Crane",NA,"birds","Antigone canadensis","Sandhill Crane","Antigone canadensis_Sandhill Crane"
"ABNMK01030","Grus americana",NA,"Whooping Crane",NA,"birds","Grus americana","Whooping Crane","Grus americana_Whooping Crane"
"ABNMK01020","Grus grus",NA,"Common Crane",NA,"birds","Grus grus","Common Crane","Grus grus_Common Crane"
"ABNNB03050","Charadrius hiaticula",NA,"Common Ringed Plover",NA,"birds","Charadrius hiaticula","Common Ringed Plover","Charadrius hiaticula_Common Ringed Plover"
"ABNNB03070","Charadrius melodus",NA,"Piping Plover",NA,"birds","Charadrius melodus","Piping Plover","Charadrius melodus_Piping Plover"
"ABNNB03010","Charadrius mongolus",NA,"Lesser Sand-plover","Mongolian Plover","birds","Charadrius mongolus","Lesser Sand-Plover","Charadrius mongolus_Lesser Sand-Plover"
"ABNNB03100","Charadrius montanus",NA,"Mountain Plover",NA,"birds","Charadrius montanus","Mountain Plover","Charadrius montanus_Mountain Plover"
"ABNNB03030","Charadrius nivosus","Charadrius alexandrinus","Snowy Plover",NA,"birds","Charadrius nivosus","Snowy Plover","Charadrius nivosus_Snowy Plover"
"ABNNB03060","Charadrius semipalmatus",NA,"Semipalmated Plover",NA,"birds","Charadrius semipalmatus","Semipalmated Plover","Charadrius semipalmatus_Semipalmated Plover"
"ABNNB03090","Charadrius vociferus",NA,"Killdeer",NA,"birds","Charadrius vociferus","Killdeer","Charadrius vociferus_Killdeer"
"ABNNB02030","Pluvialis dominica",NA,"American Golden-Plover",NA,"birds","Pluvialis dominica","American Golden Plover","Pluvialis dominica_American Golden Plover"
"ABNNB02040","Pluvialis fulva",NA,"Pacific Golden-Plover",NA,"birds","Pluvialis fulva","Pacific Golden Plover","Pluvialis fulva_Pacific Golden Plover"
"ABNNB02010","Pluvialis squatarola",NA,"Black-bellied Plover",NA,"birds","Pluvialis squatarola","Grey Plover","Pluvialis squatarola_Grey Plover"
"ABNNC01020","Haematopus bachmani",NA,"Black Oystercatcher",NA,"birds","Haematopus bachmani","Black Oystercatcher","Haematopus bachmani_Black Oystercatcher"
"ABNND01010","Himantopus mexicanus",NA,"Black-necked Stilt",NA,"birds","Himantopus mexicanus","Black-necked Stilt","Himantopus mexicanus_Black-necked Stilt"
"ABNND02010","Recurvirostra americana",NA,"American Avocet",NA,"birds","Recurvirostra americana","American Avocet","Recurvirostra americana_American Avocet"
"ABNNF04020","Actitis macularius","Actitis macularia","Spotted Sandpiper",NA,"birds","Actitis macularius","Spotted Sandpiper","Actitis macularius_Spotted Sandpiper"
"ABNNF09010","Arenaria interpres",NA,"Ruddy Turnstone",NA,"birds","Arenaria interpres","Ruddy Turnstone","Arenaria interpres_Ruddy Turnstone"
"ABNNF09020","Arenaria melanocephala",NA,"Black Turnstone",NA,"birds","Arenaria melanocephala","Black Turnstone","Arenaria melanocephala_Black Turnstone"
"ABNNF06010","Bartramia longicauda",NA,"Upland Sandpiper",NA,"birds","Bartramia longicauda","Upland Sandpiper","Bartramia longicauda_Upland Sandpiper"
"ABNNF11140","Calidris acuminata",NA,"Sharp-tailed Sandpiper",NA,"birds","Calidris acuminata","Sharp-tailed Sandpiper","Calidris acuminata_Sharp-tailed Sandpiper"
"ABNNF11030","Calidris alba",NA,"Sanderling",NA,"birds","Calidris alba","Sanderling","Calidris alba_Sanderling"
"ABNNF11170","Calidris alpina",NA,"Dunlin",NA,"birds","Calidris alpina","Dunlin","Calidris alpina_Dunlin"
"ABNNF11120","Calidris bairdii",NA,"Baird's Sandpiper",NA,"birds","Calidris bairdii","Baird's Sandpiper","Calidris bairdii_Baird's Sandpiper"
"ABNNF11020","Calidris canutus",NA,"Red Knot",NA,"birds","Calidris canutus","Red Knot","Calidris canutus_Red Knot"
"ABNNF11180","Calidris ferruginea",NA,"Curlew Sandpiper",NA,"birds","Calidris ferruginea","Curlew Sandpiper","Calidris ferruginea_Curlew Sandpiper"
"ABNNF11110","Calidris fuscicollis",NA,"White-rumped Sandpiper",NA,"birds","Calidris fuscicollis","White-rumped Sandpiper","Calidris fuscicollis_White-rumped Sandpiper"
"ABNNF11190","Calidris himantopus",NA,"Stilt Sandpiper",NA,"birds","Calidris himantopus","Stilt Sandpiper","Calidris himantopus_Stilt Sandpiper"
"ABNNF11150","Calidris maritima",NA,"Purple Sandpiper",NA,"birds","Calidris maritima","Purple Sandpiper","Calidris maritima_Purple Sandpiper"
"ABNNF11050","Calidris mauri",NA,"Western Sandpiper",NA,"birds","Calidris mauri","Western Sandpiper","Calidris mauri_Western Sandpiper"
"ABNNF11130","Calidris melanotos",NA,"Pectoral Sandpiper",NA,"birds","Calidris melanotos","Pectoral Sandpiper","Calidris melanotos_Pectoral Sandpiper"
"ABNNF11070","Calidris minuta",NA,"Little Stint",NA,"birds","Calidris minuta","Little Stint","Calidris minuta_Little Stint"
"ABNNF11100","Calidris minutilla",NA,"Least Sandpiper",NA,"birds","Calidris minutilla","Least Sandpiper","Calidris minutilla_Least Sandpiper"
